mean,sd,lcl,mid,ucl,mode,kld,trnd,lower_ci,upper_ci,post_prob,SpeciesCode,years,period,season,results_code,area_code,site,model_type,trnd_order,analysis_code,species_id,sort_order,english_name,french_name
-0.038,0.06,-0.159,-0.038,0.084,-0.038,0,-3.72870591088005,-14.7003641030868,8.76288938088261,0.7712,RUBL,1998-2018,20-years,Fall,CMMN,MNO,MNO,Poisson,NA,O,19650,16507,Rusty Blackbird,Quiscale rouilleux
-0.069,0.032,-0.133,-0.069,-0.006,-0.068,0,-6.6673319921798,-12.4534907891229,-0.598203594606472,0.9821,PISI,1996-2018,all years,Fall,CMMN,MNO,MNO,NegBinomial,NA,I,20420,15940,Pine Siskin,Tarin des pins
-0.002,0.04,-0.079,-0.003,0.085,-0.005,0,-0.199800133266692,-7.59600755549132,8.87170666983987,0.5304,PISI,2008-2018,10-years,Fall,CMMN,MNO,MNO,NegBinomial,NA,I,20420,15940,Pine Siskin,Tarin des pins
-0.057,0.036,-0.131,-0.057,0.013,-0.056,0,-5.54059306334767,-12.2782225608956,1.30848673598092,0.9529,PISI,1998-2018,20-years,Fall,CMMN,MNO,MNO,NegBinomial,NA,I,20420,15940,Pine Siskin,Tarin des pins
0.09,0.055,-0.023,0.09,0.201,0.089,0,9.41742837052104,-2.27375162267229,22.2624771823327,0.9508,AMCR,1996-2018,all years,Fall,CMMN,MNO,MNO,Poisson,NA,O,38407,10977,American Crow,Corneille d'Amérique
0.208,0.153,-0.065,0.196,0.563,0.18,0,23.1213169548868,-6.29325366225966,75.5932403707179,0.9392,AMCR,2008-2018,10-years,Fall,CMMN,MNO,MNO,Poisson,NA,O,38407,10977,American Crow,Corneille d'Amérique
0.11,0.065,-0.024,0.11,0.239,0.109,0,11.6278070458871,-2.37142902420907,26.9978536583837,0.9551,AMCR,1998-2018,20-years,Fall,CMMN,MNO,MNO,Poisson,NA,O,38407,10977,American Crow,Corneille d'Amérique
-0.039,0.026,-0.088,-0.04,0.018,-0.041,0,-3.82492908536333,-8.42391232766744,1.81629763897937,0.93,DEJU,1996-2018,all years,Fall,CMMN,MNO,MNO,NegBinomial,NA,M,42218,16164,Dark-eyed Junco,Junco ardoisé
0.038,0.046,-0.041,0.033,0.149,0.028,0,3.87312328784977,-4.01708700522011,16.0672989209085,0.8217,DEJU,2008-2018,10-years,Fall,CMMN,MNO,MNO,NegBinomial,NA,M,42218,16164,Dark-eyed Junco,Junco ardoisé
-0.041,0.03,-0.102,-0.041,0.021,-0.041,0,-4.01708700522011,-9.69704483311232,2.12220516375285,0.925,DEJU,1998-2018,20-years,Fall,CMMN,MNO,MNO,NegBinomial,NA,M,42218,16164,Dark-eyed Junco,Junco ardoisé
